井上压力（MPa）,注水流量（L/Min）,回水流量（L/Min）,注入量（L）,回流量（L）,,,,,,
3.809328903,0.003019756,-0.021938579,139.1168245,-51.26921305,,,,,,
3.983232135,0.006240186,-0.016302826,139.1168297,-51.26922663,,,,,,
3.881788583,0.005435078,-0.024353901,139.1168342,-51.26924693,,,,,,
3.949417618,0.003824863,-0.015497718,139.1168374,-51.26925984,,,,,,
3.847974066,0.000604433,-0.01147218,139.1168379,-51.2692694,,,,,,
3.838312775,0.003019756,-0.017913041,139.1168405,-51.26928433,,,,,,
3.920433746,0.008655509,-0.018718148,139.1168477,-51.26929993,,,,,,
3.876957938,0.010265724,-0.013082395,139.1168562,-51.26931083,,,,,,
3.97840149,0.003019756,-0.017107933,139.1168587,-51.26932509,,,,,,
3.959078909,0.009460616,-0.015497718,139.1168666,-51.269338,,,,,,
3.867296647,0.009460616,-0.021133471,139.1168745,-51.26935561,,,,,,
3.954248263,0.004629971,-0.019523256,139.1168784,-51.26937188,,,,,,
3.896280519,0.008655509,-0.030794762,139.1168856,-51.26939754,,,,,,
3.847974066,0.011070831,-0.025964116,139.1168948,-51.26941918,,,,,,
4.031538589,0.010265724,-0.015497718,139.1169034,-51.2694321,,,,,,
3.891449874,0.003824863,-0.019523256,139.1169065,-51.26944837,,,,,,
3.891449874,0.001409541,-0.017107933,139.1169077,-51.26946262,,,,,,
3.988062781,0.005435078,-0.021133471,139.1169122,-51.26948023,,,,,,
3.90594181,0.004629971,-0.018718148,139.1169161,-51.26949583,,,,,,
3.896280519,0.000604433,-0.017913041,139.1169166,-51.26951076,,,,,,
3.97840149,0.010265724,-0.018718148,139.1169252,-51.26952636,,,,,,
3.765853095,0.006240186,-0.016302826,139.1169304,-51.26953994,,,,,,
3.901111165,0.011070831,-0.017913041,139.1169396,-51.26955487,,,,,,
4.05086117,0.007850401,-0.017107933,139.1169461,-51.26956913,,,,,,
3.90594181,0.007045293,-0.013887503,139.116952,-51.2695807,,,,,,
3.90594181,0.001409541,-0.017913041,139.1169532,-51.26959563,,,,,,
3.90594181,0.003019756,-0.017913041,139.1169557,-51.26961056,,,,,,
3.872127293,0.005435078,-0.018718148,139.1169602,-51.26962615,,,,,,
3.97840149,0.002214648,-0.021133471,139.1169621,-51.26964376,,,,,,
3.867296647,0.005435078,-0.014692611,139.1169666,-51.26965601,,,,,,
3.862466002,0.007850401,-0.013082395,139.1169731,-51.26966691,,,,,,
3.963909554,0.003824863,-0.027574331,139.1169763,-51.26968989,,,,,,
3.881788583,0.005435078,-0.01147218,139.1169809,-51.26969945,,,,,,
3.901111165,0.007045293,-0.003421105,139.1169867,-51.2697023,,,,,,
3.988062781,0.011875939,-0.020328363,139.1169966,-51.26971924,,,,,,
3.949417618,0.003824863,-0.020328363,139.1169998,-51.26973618,,,,,,
3.847974066,0.007850401,-0.019523256,139.1170064,-51.26975245,,,,,,
3.886619229,0.004629971,-0.014692611,139.1170102,-51.26976469,,,,,,
3.959078909,0.003824863,-0.015497718,139.1170134,-51.26977761,,,,,,
3.891449874,0.004629971,-0.019523256,139.1170173,-51.26979388,,,,,,
3.949417618,0.003019756,-0.017107933,139.1170198,-51.26980814,,,,,,
3.992893426,0.006240186,-0.025964116,139.117025,-51.26982977,,,,,,
3.915603101,0.007045293,-0.025964116,139.1170308,-51.26985141,,,,,,
3.857635357,0.002214648,-0.017107933,139.1170327,-51.26986567,,,,,,
3.886619229,0.006240186,-0.021133471,139.1170379,-51.26988328,,,,,,
4.002554717,0.004629971,-0.019523256,139.1170417,-51.26989955,,,,,,
3.857635357,0.007045293,-0.025964116,139.1170476,-51.26992118,,,,,,
3.896280519,0.010265724,-0.017913041,139.1170562,-51.26993611,,,,,,
4.017046653,0.003019756,-0.016302826,139.1170587,-51.2699497,,,,,,
3.920433746,0.006240186,-0.015497718,139.1170639,-51.26996261,,,,,,
3.804498258,0.007850401,-0.017913041,139.1170704,-51.26997754,,,,,,
3.872127293,0.010265724,-0.017913041,139.117079,-51.26999247,,,,,,
3.983232135,0.007045293,-0.018718148,139.1170849,-51.27000806,,,,,,
3.818990194,0.007850401,-0.018718148,139.1170914,-51.27002366,,,,,,
3.809328903,0.007045293,-0.014692611,139.1170973,-51.27003591,,,,,,
3.934925682,0.004629971,-0.021133471,139.1171011,-51.27005352,,,,,,
3.891449874,0.006240186,-0.019523256,139.1171063,-51.27006979,,,,,,
3.809328903,0.014291261,-0.018718148,139.1171182,-51.27008539,,,,,,
3.83348213,-0.00181089,-0.023548794,139.1171167,-51.27010501,,,,,,
3.90594181,0.011070831,-0.017107933,139.117126,-51.27011927,,,,,,
3.852804711,0.010265724,-0.019523256,139.1171345,-51.27013554,,,,,,
3.818990194,0.006240186,-0.006641535,139.1171397,-51.27014107,,,,,,
3.862466002,0.006240186,-0.00503132,139.1171449,-51.27014526,,,,,,
3.886619229,0.002214648,-0.017913041,139.1171468,-51.27016019,,,,,,
4.021877298,0.007045293,-0.021133471,139.1171526,-51.2701778,,,,,,
3.910772455,0.005435078,-0.017107933,139.1171572,-51.27019206,,,,,,
3.83348213,0.002214648,-0.020328363,139.117159,-51.270209,,,,,,
3.847974066,0.007045293,-0.017107933,139.1171649,-51.27022326,,,,,,
3.876957938,0.006240186,-0.022743686,139.1171701,-51.27024221,,,,,,
3.963909554,-0.000200675,-0.017913041,139.1171699,-51.27025714,,,,,,
3.910772455,0.011875939,-0.022743686,139.1171798,-51.27027609,,,,,,
3.876957938,0.003824863,-0.022743686,139.117183,-51.27029504,,,,,,
3.862466002,0.007850401,-0.014692611,139.1171895,-51.27030729,,,,,,
3.925264391,0.007850401,-0.023548794,139.1171961,-51.27032691,,,,,,
4.026707943,0.010265724,-0.017913041,139.1172046,-51.27034184,,,,,,
3.910772455,0.005435078,-0.017107933,139.1172092,-51.27035609,,,,,,
3.886619229,0.004629971,-0.016302826,139.117213,-51.27036968,,,,,,
3.920433746,0.002214648,-0.017107933,139.1172149,-51.27038394,,,,,,
3.973570845,0.004629971,-0.017913041,139.1172187,-51.27039886,,,,,,
3.847974066,0.005435078,-0.017913041,139.1172233,-51.27041379,,,,,,
3.881788583,0.003019756,-0.018718148,139.1172258,-51.27042939,,,,,,
3.920433746,0.010265724,-0.017107933,139.1172343,-51.27044365,,,,,,
3.992893426,0.009460616,-0.016302826,139.1172422,-51.27045723,,,,,,
3.881788583,0.003019756,-0.019523256,139.1172447,-51.2704735,,,,,,
3.881788583,0.007850401,-0.01147218,139.1172513,-51.27048306,,,,,,
3.915603101,0.006240186,-0.025159009,139.1172565,-51.27050403,,,,,,
3.896280519,0.003019756,-0.006641535,139.117259,-51.27050956,,,,,,
3.949417618,0.004629971,-0.017913041,139.1172628,-51.27052449,,,,,,
3.891449874,0.010265724,-0.019523256,139.1172714,-51.27054076,,,,,,
3.90594181,0.002214648,-0.017107933,139.1172732,-51.27055502,,,,,,
3.896280519,0.007850401,-0.015497718,139.1172798,-51.27056793,,,,,,
3.963909554,0.006240186,-0.013082395,139.117285,-51.27057883,,,,,,
3.886619229,0.002214648,-0.018718148,139.1172868,-51.27059443,,,,,,
3.823820839,0.007850401,-0.024353901,139.1172934,-51.27061473,,,,,,
3.872127293,0.003824863,-0.017107933,139.1172966,-51.27062898,,,,,,
3.915603101,0.005435078,-0.028379439,139.1173011,-51.27065263,,,,,,
3.915603101,0.007850401,-0.025964116,139.1173076,-51.27067427,,,,,,
3.857635357,0.004629971,-0.016302826,139.1173115,-51.27068785,,,,,,
3.818990194,0.007850401,-0.015497718,139.117318,-51.27070077,,,,,,
3.876957938,0.009460616,-0.018718148,139.1173259,-51.27071637,,,,,,
3.959078909,0.007850401,-0.020328363,139.1173325,-51.27073331,,,,,,
3.90594181,0.005435078,-0.021133471,139.117337,-51.27075092,,,,,,
3.896280519,0.008655509,-0.017107933,139.1173442,-51.27076518,,,,,,
3.843143421,0.012681046,-0.022743686,139.1173548,-51.27078413,,,,,,
3.983232135,0.006240186,-0.021938579,139.11736,-51.27080241,,,,,,
3.901111165,0.011875939,-0.016302826,139.1173699,-51.270816,,,,,,
3.838312775,0.003824863,-0.021133471,139.117373,-51.27083361,,,,,,
3.881788583,0.004629971,-0.013082395,139.1173769,-51.27084451,,,,,,
3.959078909,0.007045293,-0.018718148,139.1173828,-51.27086011,,,,,,
3.814159548,0.007850401,-0.018718148,139.1173893,-51.27087571,,,,,,
3.823820839,0.001409541,-0.017107933,139.1173905,-51.27088996,,,,,,
3.847974066,0.005435078,-0.014692611,139.117395,-51.27090221,,,,,,
3.992893426,-0.002615997,-0.017107933,139.1173928,-51.27091646,,,,,,
3.881788583,0.018316799,-0.015497718,139.1174081,-51.27092938,,,,,,
3.838312775,0.010265724,-0.021938579,139.1174167,-51.27094766,,,,,,
3.843143421,0.004629971,-0.007446643,139.1174205,-51.27095387,,,,,,
3.963909554,0.009460616,-0.006641535,139.1174284,-51.2709594,,,,,,
3.780345031,0.005435078,-0.013082395,139.1174329,-51.2709703,,,,,,
3.872127293,0.007045293,-0.017107933,139.1174388,-51.27098456,,,,,,
3.867296647,0.011070831,-0.015497718,139.117448,-51.27099747,,,,,,
3.925264391,0.007045293,-0.017107933,139.1174539,-51.27101173,,,,,,
3.997724071,0.011070831,-0.018718148,139.1174631,-51.27102733,,,,,,
3.872127293,0.003824863,-0.020328363,139.1174663,-51.27104427,,,,,,
3.809328903,0.002214648,-0.017913041,139.1174682,-51.2710592,,,,,,
3.838312775,0.002214648,-0.025159009,139.11747,-51.27108016,,,,,,
3.867296647,0.007850401,-0.027574331,139.1174765,-51.27110314,,,,,,
3.944586973,0.009460616,-0.015497718,139.1174844,-51.27111606,,,,,,
3.959078909,0.002214648,-0.016302826,139.1174863,-51.27112964,,,,,,
3.886619229,0.005435078,-0.020328363,139.1174908,-51.27114658,,,,,,
3.857635357,0.006240186,-0.025159009,139.117496,-51.27116755,,,,,,
3.852804711,0.007850401,-0.022743686,139.1175025,-51.2711865,,,,,,
3.886619229,0.005435078,-0.020328363,139.1175071,-51.27120344,,,,,,
4.002554717,0.009460616,-0.022743686,139.117515,-51.27122239,,,,,,
3.828651485,0.003019756,-0.017913041,139.1175175,-51.27123732,,,,,,
3.901111165,0.013486154,-0.015497718,139.1175287,-51.27125024,,,,,,
3.901111165,0.009460616,-0.017107933,139.1175366,-51.27126449,,,,,,
3.83348213,0.011875939,-0.012277288,139.1175465,-51.27127472,,,,,,
3.823820839,0.006240186,-0.013887503,139.1175517,-51.2712863,,,,,,
3.901111165,0.003019756,-0.013082395,139.1175542,-51.2712972,,,,,,
3.997724071,0.012681046,-0.017107933,139.1175648,-51.27131146,,,,,,
3.876957938,0.005435078,-0.015497718,139.1175693,-51.27132437,,,,,,
3.90594181,-0.00181089,-0.013082395,139.1175678,-51.27133527,,,,,,
3.857635357,0.014291261,-0.016302826,139.1175797,-51.27134886,,,,,,
3.785175676,0.007045293,-0.027574331,139.1175856,-51.27137184,,,,,,
3.838312775,0.011070831,-0.013887503,139.1175948,-51.27138341,,,,,,
3.881788583,0.004629971,-0.007446643,139.1175987,-51.27138962,,,,,,
3.862466002,0.011070831,-0.013082395,139.1176079,-51.27140052,,,,,,
3.963909554,0.004629971,-0.021938579,139.1176118,-51.2714188,,,,,,
3.823820839,0.010265724,-0.016302826,139.1176203,-51.27143239,,,,,,
3.843143421,0.007045293,-0.015497718,139.1176262,-51.2714453,,,,,,
3.828651485,0.006240186,-0.019523256,139.1176314,-51.27146157,,,,,,
3.896280519,0.011070831,-0.017913041,139.1176406,-51.2714765,,,,,,
3.838312775,0.005435078,-0.021133471,139.1176451,-51.27149411,,,,,,
3.828651485,0.007045293,-0.023548794,139.117651,-51.27151373,,,,,,
1.814272378,0.006240186,-0.026769224,139.1176562,-51.27153604,,,,,,
1.567909466,0.006240186,-0.013887503,139.1176614,-51.27154761,,,,,,
1.002723961,0.003824863,-0.014692611,139.1176646,-51.27155986,,,,,,
0.683901369,0.161625944,-0.013082395,139.1177993,-51.27157076,,,,,,
0.659748142,0.160015729,-0.014692611,139.1179326,-51.271583,,,,,,
0.326433614,0.159210622,-0.014692611,139.1180653,-51.27159525,,,,,,
0.27812716,0.162431052,-0.017107933,139.1182007,-51.2716095,,,,,,
0.355417486,0.164041267,-0.020328363,139.1183374,-51.27162644,,,,,,
0.331264259,0.164846375,-0.019523256,139.1184747,-51.27164271,,,,,,
0.181514253,0.161625944,-0.021938579,139.1186094,-51.27166099,,,,,,
0.104223928,0.164846375,-0.016302826,139.1187468,-51.27167458,,,,,,
0.051086829,0.318621918,-0.018718148,139.1190123,-51.27169018,,,,,,
0.06074812,0.309765735,-0.020328363,139.1192704,-51.27170712,,,,,,
0.094562637,0.31137595,-0.015497718,139.1195299,-51.27172003,,,,,,
0.080070701,0.31459638,-0.025159009,139.1197921,-51.271741,,,,,,
0.080070701,0.313791272,-0.010667073,139.1200536,-51.27174989,,,,,,
0.176683608,0.310570842,-0.017913041,139.1203124,-51.27176482,,,,,,
0.181514253,0.011875939,-0.019523256,139.1203223,-51.27178109,,,,,,
0.138038445,0.006240186,-0.019523256,139.1203275,-51.27179736,,,,,,
0.046256184,0.007850401,-0.012277288,139.120334,-51.27180759,,,,,,
0.051086829,0.005435078,-0.017913041,139.1203386,-51.27182251,,,,,,
0.012441667,0.007850401,-0.016302826,139.1203451,-51.2718361,,,,,,
0.070409411,0.011070831,-0.020328363,139.1203543,-51.27185304,,,,,,
0.089731992,0.164041267,-0.016302826,139.120491,-51.27186663,,,,,,
0.215328771,0.157600407,-0.032404977,139.1206224,-51.27189363,,,,,,
0.017272312,0.161625944,-0.028379439,139.1207571,-51.27191728,,,,,,
0.012441667,0.157600407,-0.013082395,139.1208884,-51.27192818,,,,,,
0.080070701,0.156795299,-0.014692611,139.121019,-51.27194043,,,,,,
0.06074812,0.165651482,-0.017913041,139.1211571,-51.27195535,,,,,,
0.191175544,0.011875939,-0.021938579,139.121167,-51.27197363,,,,,,
0.070409411,0.005435078,-0.017107933,139.1211715,-51.27198789,,,,,,
0.051086829,0.007850401,-0.016302826,139.1211781,-51.27200148,,,,,,
0.036594893,0.010265724,-0.017913041,139.1211866,-51.2720164,,,,,,
0.051086829,0.002214648,-0.019523256,139.1211885,-51.27203267,,,,,,
0.089731992,0.003019756,-0.018718148,139.121191,-51.27204827,,,,,,
0.167022317,0.003019756,-0.016302826,139.1211935,-51.27206186,,,,,,
-0.002050269,0.004629971,-0.01147218,139.1211974,-51.27207142,,,,,,
0.012441667,0.005435078,-0.014692611,139.1212019,-51.27208366,,,,,,
0.012441667,0.003824863,-0.016302826,139.1212051,-51.27209725,,,,,,
0.070409411,0.005435078,-0.017913041,139.1212096,-51.27211218,,,,,,
0.099393283,0.013486154,-0.017913041,139.1212208,-51.2721271,,,,,,
0.147699736,0.151964654,-0.017913041,139.1213475,-51.27214203,,,,,,
0.051086829,0.173702558,-0.016302826,139.1214922,-51.27215562,,,,,,
-0.026203496,0.161625944,-0.025159009,139.1216269,-51.27217658,,,,,,
0.036594893,0.158405514,-0.009861965,139.1217589,-51.2721848,,,,,,
0.215328771,0.155185084,-0.009056858,139.1218882,-51.27219235,,,,,,
0.012441667,0.160820837,-0.015497718,139.1220223,-51.27220526,,,,,,
-0.01171156,0.010265724,-0.018718148,139.1220308,-51.27222086,,,,,,
-0.002050269,0.008655509,-0.017107933,139.122038,-51.27223512,,,,,,
0.026933603,0.007850401,-0.018718148,139.1220446,-51.27225072,,,,,,
0.06074812,0.003824863,-0.016302826,139.1220478,-51.2722643,,,,,,
0.167022317,0.011875939,-0.018718148,139.1220577,-51.2722799,,,,,,
0.094562637,0.004629971,-0.021133471,139.1220615,-51.27229751,,,,,,
0.046256184,0.004629971,-0.025159009,139.1220654,-51.27231848,,,,,,
0.065578765,0.002214648,-0.022743686,139.1220672,-51.27233743,,,,,,
0.065578765,0.007045293,-0.013887503,139.1220731,-51.272349,,,,,,
-0.01171156,0.005435078,-0.019523256,139.1220776,-51.27236527,,,,,,
0.167022317,0.003019756,-0.016302826,139.1220801,-51.27237886,,,,,,
0.036594893,0.005435078,-0.016302826,139.1220847,-51.27239244,,,,,,
0.070409411,0.007850401,-0.018718148,139.1220912,-51.27240804,,,,,,
0.06074812,0.007850401,-0.01147218,139.1220977,-51.2724176,,,,,,
0.022102957,-0.004226212,-0.019523256,139.1220942,-51.27243387,,,,,,
0.012441667,0.005435078,-0.021133471,139.1220987,-51.27245148,,,,,,
0.055917475,0.011875939,-0.014692611,139.1221086,-51.27246373,,,,,,
0.075240056,0.006240186,-0.015497718,139.1221138,-51.27247664,,,,,,
0.084901347,0.007045293,-0.00825175,139.1221197,-51.27248352,,,,,,
0.128377155,0.006240186,-0.016302826,139.1221249,-51.2724971,,,,,,
0.147699736,0.006240186,-0.018718148,139.1221301,-51.2725127,,,,,,
0.142869091,0.003824863,-0.015497718,139.1221333,-51.27252562,,,,,,
0.075240056,0.009460616,-0.018718148,139.1221412,-51.27254122,,,,,,
0.036594893,-0.009861965,-0.017107933,139.122133,-51.27255547,,,,,,
0.051086829,0.015901477,-0.016302826,139.1221462,-51.27256906,,,,,,
0.055917475,0.007850401,-0.021938579,139.1221528,-51.27258734,,,,,,
0.012441667,0.007045293,-0.010667073,139.1221586,-51.27259623,,,,,,
0.051086829,0.006240186,-0.00181089,139.1221638,-51.27259774,,,,,,
0.017272312,0.006240186,-0.01147218,139.122169,-51.2726073,,,,,,
-0.01171156,0.007045293,-0.016302826,139.1221749,-51.27262088,,,,,,
0.022102957,0.006240186,-0.010667073,139.1221801,-51.27262977,,,,,,
0.244312643,0.004629971,-0.016302826,139.122184,-51.27264336,,,,,,
0.210498126,0.005435078,-0.019523256,139.1221885,-51.27265963,,,,,,
0.084901347,0.006240186,-0.017913041,139.1221937,-51.27267456,,,,,,
-0.01171156,-0.002615997,-0.014692611,139.1221915,-51.2726868,,,,,,
0.070409411,0.010265724,-0.024353901,139.1222001,-51.27270709,,,,,,
0.065578765,0.006240186,-0.026769224,139.1222053,-51.2727294,,,,,,
0.031764248,0.005435078,-0.017913041,139.1222098,-51.27274433,,,,,,
0.051086829,0.009460616,-0.015497718,139.1222177,-51.27275724,,,,,,
0.075240056,0.006240186,-0.017107933,139.1222229,-51.2727715,,,,,,
0.094562637,0.004629971,-0.015497718,139.1222267,-51.27278442,,,,,,
0.147699736,0.010265724,-0.019523256,139.1222353,-51.27280069,,,,,,
0.138038445,0.003019756,-0.018718148,139.1222378,-51.27281628,,,,,,
0.191175544,0.007045293,-0.017913041,139.1222437,-51.27283121,,,,,,
0.234651352,0.007850401,-0.019523256,139.1222502,-51.27284748,,,,,,
0.138038445,0.007850401,-0.016302826,139.1222568,-51.27286107,,,,,,
0.152530381,0.011070831,-0.019523256,139.122266,-51.27287734,,,,,,
0.094562637,0.003019756,-0.019523256,139.1222685,-51.27289361,,,,,,
0.128377155,0.004629971,-0.017107933,139.1222724,-51.27290786,,,,,,
0.147699736,0.005435078,-0.015497718,139.1222769,-51.27292078,,,,,,
0.147699736,0.001409541,-0.025159009,139.1222781,-51.27294174,,,,,,
0.070409411,0.009460616,-0.010667073,139.122286,-51.27295063,,,,,,
0.162191672,0.002214648,-0.018718148,139.1222878,-51.27296623,,,,,,
0.157361027,0.014291261,-0.016302826,139.1222997,-51.27297982,,,,,,
0.167022317,0.005435078,-0.022743686,139.1223042,-51.27299877,,,,,,
0.20566748,0.009460616,-0.016302826,139.1223121,-51.27301235,,,,,,
0.118715864,0.008655509,-0.012277288,139.1223193,-51.27302259,,,,,,
0.138038445,0.004629971,-0.015497718,139.1223232,-51.2730355,,,,,,
0.162191672,0.006240186,-0.017913041,139.1223284,-51.27305043,,,,,,
0.167022317,0.007850401,-0.020328363,139.1223349,-51.27306737,,,,,,
0.181514253,0.007850401,-0.021133471,139.1223415,-51.27308498,,,,,,
0.128377155,0.008655509,-0.021133471,139.1223487,-51.27310259,,,,,,
0.075240056,0.009460616,-0.017107933,139.1223566,-51.27311685,,,,,,
0.104223928,0.007045293,-0.017107933,139.1223624,-51.2731311,,,,,,
0.1332078,0.005435078,-0.019523256,139.122367,-51.27314737,,,,,,
0.181514253,0.006240186,-0.020328363,139.1223722,-51.27316431,,,,,,
0.181514253,0.007045293,-0.017107933,139.122378,-51.27317857,,,,,,
0.123546509,0.008655509,-0.018718148,139.1223853,-51.27319417,,,,,,
0.171852963,0.006240186,-0.017913041,139.1223905,-51.2732091,,,,,,
0.089731992,0.004629971,-0.025159009,139.1223943,-51.27323006,,,,,,
0.055917475,0.010265724,-0.015497718,139.1224029,-51.27324298,,,,,,
0.104223928,0.005435078,-0.020328363,139.1224074,-51.27325992,,,,,,
0.031764248,0.003824863,-0.01147218,139.1224106,-51.27326948,,,,,,
0.026933603,0.007045293,-0.019523256,139.1224165,-51.27328575,,,,,,
0.036594893,0.004629971,-0.013887503,139.1224203,-51.27329732,,,,,,
0.109054573,0.007045293,-0.021938579,139.1224262,-51.2733156,,,,,,
0.084901347,0.012681046,-0.020328363,139.1224368,-51.27333254,,,,,,
0.041425539,-0.004226212,-0.018718148,139.1224332,-51.27334814,,,,,,
0.065578765,0.015096369,-0.016302826,139.1224458,-51.27336173,,,,,,
0.051086829,0.007850401,-0.023548794,139.1224524,-51.27338135,,,,,,
0.065578765,0.009460616,-0.01147218,139.1224602,-51.27339091,,,,,,
0.070409411,0.006240186,-0.009056858,139.1224654,-51.27339846,,,,,,
0.041425539,0.007850401,-0.017913041,139.122472,-51.27341339,,,,,,
0.065578765,0.006240186,-0.019523256,139.1224772,-51.27342965,,,,,,
0.007611021,0.003019756,-0.020328363,139.1224797,-51.2734466,,,,,,
0.046256184,-0.001005782,-0.013082395,139.1224789,-51.2734575,,,,,,
0.065578765,0.007045293,-0.020328363,139.1224847,-51.27347444,,,,,,
-0.002050269,0.007850401,-0.019523256,139.1224913,-51.27349071,,,,,,
0.007611021,0.005435078,-0.020328363,139.1224958,-51.27350765,,,,,,
0.113885219,0.005435078,-0.021938579,139.1225003,-51.27352593,,,,,,
0.094562637,0.007850401,-0.023548794,139.1225069,-51.27354555,,,,,,
0.089731992,0.010265724,-0.017913041,139.1225154,-51.27356048,,,,,,
0.1332078,0.003019756,-0.021938579,139.1225179,-51.27357876,,,,,,
0.176683608,0.011070831,-0.017107933,139.1225272,-51.27359302,,,,,,
0.128377155,0.006240186,-0.017107933,139.1225324,-51.27360728,,,,,,
0.109054573,0.012681046,-0.018718148,139.1225429,-51.27362287,,,,,,
0.118715864,-0.001005782,-0.014692611,139.1225421,-51.27363512,,,,,,
0.046256184,0.013486154,-0.018718148,139.1225533,-51.27365072,,,,,,
0.065578765,0.005435078,-0.020328363,139.1225579,-51.27366766,,,,,,
0.041425539,0.006240186,-0.015497718,139.1225631,-51.27368057,,,,,,
0.017272312,0.004629971,-0.020328363,139.1225669,-51.27369751,,,,,,
0.051086829,0.008655509,-0.015497718,139.1225741,-51.27371043,,,,,,
0.012441667,0.007850401,-0.017107933,139.1225807,-51.27372468,,,,,,
0.017272312,0.007850401,-0.017913041,139.1225872,-51.27373961,,,,,,
0.075240056,0.010265724,-0.017107933,139.1225958,-51.27375387,,,,,,
0.06074812,0.013486154,-0.021938579,139.122607,-51.27377215,,,,,,
0.031764248,-0.002615997,-0.018718148,139.1226048,-51.27378775,,,,,,
-0.006880915,0.014291261,-0.021938579,139.1226167,-51.27380603,,,,,,
0.080070701,0.010265724,-0.021938579,139.1226253,-51.27382431,,,,,,
0.128377155,0.007850401,-0.012277288,139.1226318,-51.27383454,,,,,,
0.191175544,0.003019756,-0.007446643,139.1226344,-51.27384075,,,,,,
0.118715864,0.007045293,-0.018718148,139.1226402,-51.27385635,,,,,,
0.046256184,0.006240186,-0.019523256,139.1226454,-51.27387262,,,,,,
0.017272312,0.011070831,-0.017107933,139.1226547,-51.27388687,,,,,,
0.070409411,0.004629971,-0.013082395,139.1226585,-51.27389778,,,,,,
0.046256184,0.003824863,-0.014692611,139.1226617,-51.27391002,,,,,,
0.017272312,0.001409541,-0.018718148,139.1226629,-51.27392562,,,,,,
0.017272312,0.008655509,-0.016302826,139.1226701,-51.2739392,,,,,,
0.089731992,0.007045293,-0.026769224,139.122676,-51.27396151,,,,,,
0.142869091,0.007850401,-0.026769224,139.1226825,-51.27398382,,,,,,
0.128377155,0.005435078,-0.020328363,139.122687,-51.27400076,,,,,,
0.075240056,0.004629971,-0.017107933,139.1226909,-51.27401502,,,,,,
-0.01171156,0.005435078,-0.013082395,139.1226954,-51.27402592,,,,,,
0.06074812,0.005435078,-0.017107933,139.1227,-51.27404017,,,,,,
0.046256184,0.005435078,-0.019523256,139.1227045,-51.27405644,,,,,,
0.041425539,0.004629971,-0.018718148,139.1227083,-51.27407204,,,,,,
0.055917475,-0.00181089,-0.021133471,139.1227068,-51.27408965,,,,,,
0.109054573,0.006240186,-0.021133471,139.122712,-51.27410726,,,,,,
0.118715864,0.001409541,-0.017107933,139.1227132,-51.27412152,,,,,,
0.06074812,0.006240186,-0.014692611,139.1227184,-51.27413377,,,,,,
0.036594893,0.007850401,-0.017913041,139.1227249,-51.27414869,,,,,,
0.070409411,0.011875939,-0.020328363,139.1227348,-51.27416563,,,,,,
0.041425539,0.006240186,-0.014692611,139.12274,-51.27417788,,,,,,
0.046256184,0.004629971,-0.025964116,139.1227439,-51.27419951,,,,,,
0.007611021,0.006240186,-0.013082395,139.1227491,-51.27421042,,,,,,
0.099393283,0.003019756,-0.016302826,139.1227516,-51.274224,,,,,,
0.099393283,0.009460616,-0.017107933,139.1227595,-51.27423826,,,,,,
0.089731992,0.003824863,-0.015497718,139.1227627,-51.27425117,,,,,,
0.031764248,0.009460616,-0.017913041,139.1227706,-51.2742661,,,,,,
-0.021372851,0.011070831,-0.012277288,139.1227798,-51.27427633,,,,,,
0.051086829,0.006240186,-0.015497718,139.122785,-51.27428925,,,,,,
0.075240056,0.007850401,-0.021133471,139.1227915,-51.27430686,,,,,,
0.080070701,0.007045293,-0.016302826,139.1227974,-51.27432044,,,,,,
0.167022317,0.005435078,-0.031599869,139.1228019,-51.27434678,,,,,,
0.138038445,0.009460616,-0.019523256,139.1228098,-51.27436305,,,,,,
0.055917475,0.005435078,-0.019523256,139.1228144,-51.27437932,,,,,,
0.031764248,-0.003421105,-0.017107933,139.1228115,-51.27439357,,,,,,
0.036594893,0.006240186,-0.020328363,139.1228167,-51.27441051,,,,,,
0.089731992,0.003019756,-0.021938579,139.1228192,-51.27442879,,,,,,
-0.006880915,0.009460616,-0.013887503,139.1228271,-51.27444037,,,,,,
0.070409411,0.006240186,-0.017107933,139.1228323,-51.27445462,,,,,,
0.128377155,0.007045293,-0.019523256,139.1228382,-51.27447089,,,,,,
0.104223928,0.010265724,-0.015497718,139.1228467,-51.27448381,,,,,,
0.080070701,0.005435078,-0.013082395,139.1228513,-51.27449471,,,,,,
0.070409411,0.003019756,-0.016302826,139.1228538,-51.2745083,,,,,,
-0.035864787,0.006240186,-0.015497718,139.122859,-51.27452121,,,,,,
0.041425539,0.004629971,-0.019523256,139.1228628,-51.27453748,,,,,,
0.031764248,0.007850401,-0.017107933,139.1228694,-51.27455174,,,,,,
0.075240056,0.007045293,-0.016302826,139.1228752,-51.27456532,,,,,,
0.036594893,0.015096369,-0.021938579,139.1228878,-51.2745836,,,,,,
-0.055187368,0.003824863,-0.020328363,139.122891,-51.27460054,,,,,,
0.094562637,0.010265724,-0.012277288,139.1228996,-51.27461078,,,,,,
0.176683608,0.007045293,-0.023548794,139.1229054,-51.2746304,,,,,,
0.084901347,0.010265724,-0.013082395,139.122914,-51.2746413,,,,,,
0.051086829,0.003824863,-0.005836427,139.1229172,-51.27464617,,,,,,
0.017272312,0.008655509,-0.013887503,139.1229244,-51.27465774,,,,,,
