井上压力（MPa）,注水流量（L/Min）,回水流量（L/Min）,注入量（L）,回流量（L）,,,,,,
5.132925726,0.005435078,-0.020328363,147.5464028,-49.9549164,,,,,,
5.176401534,0.011070831,-0.018718148,147.546412,-49.954932,,,,,,
5.215046697,0.008655509,-0.014692611,147.5464192,-49.95494424,,,,,,
5.113603145,0.011875939,-0.019523256,147.5464291,-49.95496051,,,,,,
5.108772499,0.003824863,-0.013887503,147.5464323,-49.95497208,,,,,,
5.094280563,0.011070831,-0.015497718,147.5464415,-49.954985,,,,,,
5.036312819,0.011070831,-0.009056858,147.5464507,-49.95499254,,,,,,
5.219877342,-0.002615997,-0.014692611,147.5464486,-49.95500479,,,,,,
5.142587017,0.011070831,-0.021938579,147.5464578,-49.95502307,,,,,,
5.031482174,0.005435078,-0.023548794,147.5464623,-49.95504269,,,,,,
5.065296691,0.005435078,-0.018718148,147.5464669,-49.95505829,,,,,,
5.128095081,0.005435078,-0.024353901,147.5464714,-49.95507859,,,,,,
5.147417662,0.011070831,-0.016302826,147.5464806,-49.95509217,,,,,,
5.094280563,0.007850401,-0.013082395,147.5464871,-49.95510308,,,,,,
5.079788627,0.005435078,-0.016302826,147.5464917,-49.95511666,,,,,,
5.166740243,0.006240186,-0.018718148,147.5464969,-49.95513226,,,,,,
5.123264435,-0.000200675,-0.016302826,147.5464967,-49.95514585,,,,,,
5.103941854,0.009460616,-0.017913041,147.5465046,-49.95516077,,,,,,
5.152248307,0.000604433,-0.013082395,147.5465051,-49.95517168,,,,,,
5.108772499,0.007045293,-0.019523256,147.546511,-49.95518794,,,,,,
5.094280563,0.007850401,-0.016302826,147.5465175,-49.95520153,,,,,,
5.070127337,0.008655509,-0.021133471,147.5465247,-49.95521914,,,,,,
5.157078953,0.007850401,-0.021938579,147.5465313,-49.95523742,,,,,,
5.215046697,0.009460616,-0.021938579,147.5465391,-49.95525571,,,,,,
5.132925726,0.007850401,-0.015497718,147.5465457,-49.95526862,,,,,,
5.031482174,-0.00181089,-0.017107933,147.5465442,-49.95528288,,,,,,
5.142587017,0.011875939,-0.01147218,147.5465541,-49.95529244,,,,,,
5.123264435,0.005435078,-0.017913041,147.5465586,-49.95530736,,,,,,
5.103941854,0.011875939,-0.017913041,147.5465685,-49.95532229,,,,,,
5.089449918,0.005435078,-0.021938579,147.546573,-49.95534057,,,,,,
5.11843379,0.008655509,-0.016302826,147.5465802,-49.95535416,,,,,,
5.084619273,0.008655509,-0.016302826,147.5465875,-49.95536775,,,,,,
5.089449918,0.008655509,-0.017913041,147.5465947,-49.95538267,,,,,,
5.094280563,0.006240186,-0.018718148,147.5465999,-49.95539827,,,,,,
5.195724115,0.012681046,-0.022743686,147.5466104,-49.95541722,,,,,,
5.113603145,0.007045293,-0.015497718,147.5466163,-49.95543014,,,,,,
5.079788627,0.002214648,-0.026769224,147.5466182,-49.95545245,,,,,,
5.11843379,0.009460616,-0.005836427,147.546626,-49.95545731,,,,,,
5.113603145,0.007850401,-0.010667073,147.5466326,-49.9554662,,,,,,
5.089449918,0.003824863,-0.018718148,147.5466358,-49.9554818,,,,,,
5.108772499,0.010265724,-0.016302826,147.5466443,-49.95549538,,,,,,
5.103941854,0.006240186,-0.017107933,147.5466495,-49.95550964,,,,,,
5.094280563,0.009460616,-0.013082395,147.5466574,-49.95552054,,,,,,
5.176401534,0.001409541,-0.017107933,147.5466586,-49.9555348,,,,,,
5.103941854,0.006240186,-0.019523256,147.5466638,-49.95555107,,,,,,
5.089449918,0.005435078,-0.017107933,147.5466683,-49.95556533,,,,,,
5.137756371,0.011070831,-0.025159009,147.5466775,-49.95558629,,,,,,
5.094280563,0.007850401,-0.029184547,147.5466841,-49.95561061,,,,,,
5.084619273,0.011070831,-0.013887503,147.5466933,-49.95562218,,,,,,
5.108772499,0.010265724,-0.020328363,147.5467019,-49.95563913,,,,,,
5.079788627,-0.00181089,-0.016302826,147.5467004,-49.95565271,,,,,,
5.224707988,0.007850401,-0.017913041,147.5467069,-49.95566764,,,,,,
5.103941854,0.007850401,-0.020328363,147.5467134,-49.95568458,,,,,,
5.108772499,0.008655509,-0.017107933,147.5467206,-49.95569884,,,,,,
5.219877342,0.003824863,-0.015497718,147.5467238,-49.95571175,,,,,,
5.065296691,0.007045293,-0.022743686,147.5467297,-49.9557307,,,,,,
5.070127337,0.003824863,-0.017107933,147.5467329,-49.95574496,,,,,,
5.161909598,0.006240186,-0.021133471,147.5467381,-49.95576257,,,,,,
5.147417662,0.005435078,-0.016302826,147.5467426,-49.95577616,,,,,,
4.997667657,0.009460616,-0.016302826,147.5467505,-49.95578974,,,,,,
5.055635401,0.011070831,-0.015497718,147.5467597,-49.95580266,,,,,,
5.157078953,0.006240186,-0.020328363,147.5467649,-49.9558196,,,,,,
5.079788627,0.009460616,-0.017913041,147.5467728,-49.95583452,,,,,,
5.108772499,0.008655509,-0.016302826,147.54678,-49.95584811,,,,,,
5.084619273,0.008655509,-0.013887503,147.5467872,-49.95585968,,,,,,
5.065296691,0.006240186,-0.021133471,147.5467924,-49.95587729,,,,,,
5.215046697,0.003824863,-0.010667073,147.5467956,-49.95588618,,,,,,
5.157078953,0.007850401,-0.009056858,147.5468022,-49.95589373,,,,,,
5.103941854,0.010265724,-0.010667073,147.5468107,-49.95590262,,,,,,
5.171570889,0.007850401,-0.014692611,147.5468173,-49.95591486,,,,,,
5.055635401,0.001409541,-0.020328363,147.5468184,-49.9559318,,,,,,
5.137756371,0.005435078,-0.015497718,147.546823,-49.95594472,,,,,,
5.19089347,0.006240186,-0.013887503,147.5468282,-49.95595629,,,,,,
5.108772499,0.009460616,-0.017913041,147.5468361,-49.95597122,,,,,,
5.11843379,0.003019756,-0.016302826,147.5468386,-49.95598481,,,,,,
5.089449918,0.010265724,-0.023548794,147.5468471,-49.95600443,,,,,,
5.11843379,0.003019756,-0.023548794,147.5468496,-49.95602405,,,,,,
5.200554761,0.009460616,-0.019523256,147.5468575,-49.95604032,,,,,,
5.070127337,0.015901477,-0.017913041,147.5468708,-49.95605525,,,,,,
5.128095081,0.003824863,-0.017913041,147.546874,-49.95607018,,,,,,
5.103941854,0.006240186,-0.016302826,147.5468792,-49.95608376,,,,,,
5.074957982,0.006240186,-0.013082395,147.5468844,-49.95609467,,,,,,
5.234369278,0.011070831,-0.017913041,147.5468936,-49.95610959,,,,,,
5.094280563,0.005435078,-0.020328363,147.5468981,-49.95612653,,,,,,
5.070127337,0.010265724,-0.016302826,147.5469067,-49.95614012,,,,,,
5.166740243,0.005435078,-0.025159009,147.5469112,-49.95616109,,,,,,
5.108772499,0.007045293,-0.018718148,147.5469171,-49.95617668,,,,,,
5.195724115,0.007045293,-0.017107933,147.5469229,-49.95619094,,,,,,
5.084619273,0.005435078,-0.014692611,147.5469275,-49.95620318,,,,,,
4.992837011,0.011070831,-0.013887503,147.5469367,-49.95621476,,,,,,
5.205385406,0.006240186,-0.014692611,147.5469419,-49.956227,,,,,,
5.055635401,0.006240186,-0.017913041,147.5469471,-49.95624193,,,,,,
5.123264435,0.006240186,-0.013082395,147.5469523,-49.95625283,,,,,,
5.094280563,0.010265724,-0.018718148,147.5469609,-49.95626843,,,,,,
5.11843379,0.008655509,-0.020328363,147.5469681,-49.95628537,,,,,,
5.074957982,0.003824863,-0.014692611,147.5469713,-49.95629761,,,,,,
5.094280563,0.008655509,-0.013887503,147.5469785,-49.95630919,,,,,,
5.239199924,0.002214648,-0.018718148,147.5469803,-49.95632478,,,,,,
5.089449918,0.007850401,-0.019523256,147.5469869,-49.95634105,,,,,,
5.074957982,0.009460616,-0.013887503,147.5469947,-49.95635263,,,,,,
5.103941854,0.004629971,-0.020328363,147.5469986,-49.95636957,,,,,,
5.152248307,0.005435078,-0.013082395,147.5470031,-49.95638047,,,,,,
5.171570889,0.012681046,-0.019523256,147.5470137,-49.95639674,,,,,,
5.065296691,0.007045293,-0.017913041,147.5470196,-49.95641167,,,,,,
5.074957982,0.008655509,-0.018718148,147.5470268,-49.95642726,,,,,,
5.113603145,0.007045293,-0.023548794,147.5470327,-49.95644689,,,,,,
5.108772499,0.005435078,-0.021133471,147.5470372,-49.9564645,,,,,,
5.224707988,0.007850401,-0.016302826,147.5470437,-49.95647809,,,,,,
5.050804755,0.006240186,-0.014692611,147.5470489,-49.95649033,,,,,,
5.04597411,0.013486154,-0.017913041,147.5470602,-49.95650526,,,,,,
5.186062825,0.003824863,-0.017107933,147.5470634,-49.95651951,,,,,,
5.084619273,0.010265724,-0.020328363,147.5470719,-49.95653645,,,,,,
5.055635401,0.007850401,-0.018718148,147.5470784,-49.95655205,,,,,,
5.084619273,0.006240186,-0.014692611,147.5470836,-49.9565643,,,,,,
5.04597411,0.006240186,-0.015497718,147.5470888,-49.95657721,,,,,,
5.19089347,0.007045293,-0.018718148,147.5470947,-49.95659281,,,,,,
5.089449918,0.007850401,-0.018718148,147.5471013,-49.95660841,,,,,,
5.089449918,0.007045293,-0.017107933,147.5471071,-49.95662266,,,,,,
5.070127337,0.011070831,-0.017913041,147.5471164,-49.95663759,,,,,,
5.108772499,-0.00503132,-0.025964116,147.5471122,-49.95665923,,,,,,
5.123264435,0.007045293,-0.013082395,147.547118,-49.95667013,,,,,,
5.055635401,0.008655509,-0.016302826,147.5471252,-49.95668372,,,,,,
5.166740243,0.004629971,-0.015497718,147.5471291,-49.95669663,,,,,,
5.074957982,0.013486154,-0.022743686,147.5471403,-49.95671558,,,,,,
5.181232179,0.006240186,-0.017913041,147.5471455,-49.95673051,,,,,,
5.070127337,0.011070831,-0.013082395,147.5471548,-49.95674141,,,,,,
5.123264435,0.005435078,-0.014692611,147.5471593,-49.95675366,,,,,,
5.094280563,0.007850401,-0.022743686,147.5471658,-49.95677261,,,,,,
5.103941854,0.003824863,-0.015497718,147.547169,-49.95678553,,,,,,
5.142587017,0.006240186,-0.030794762,147.5471742,-49.95681119,,,,,,
5.055635401,0.004629971,-0.025159009,147.5471781,-49.95683215,,,,,,
5.195724115,0.004629971,-0.014692611,147.5471819,-49.9568444,,,,,,
5.036312819,0.010265724,-0.018718148,147.5471905,-49.95686,,,,,,
5.161909598,0.004629971,-0.019523256,147.5471944,-49.95687626,,,,,,
5.070127337,0.005435078,-0.021938579,147.5471989,-49.95689455,,,,,,
5.171570889,0.006240186,-0.017107933,147.5472041,-49.9569088,,,,,,
5.103941854,0.008655509,-0.017107933,147.5472113,-49.95692306,,,,,,
5.099111209,0.006240186,-0.018718148,147.5472165,-49.95693866,,,,,,
5.055635401,0.007850401,-0.023548794,147.547223,-49.95695828,,,,,,
5.050804755,0.007045293,-0.015497718,147.5472289,-49.9569712,,,,,,
5.161909598,0.011875939,-0.015497718,147.5472388,-49.95698411,,,,,,
5.113603145,0.003824863,-0.014692611,147.547242,-49.95699636,,,,,,
5.079788627,0.003019756,-0.014692611,147.5472445,-49.9570086,,,,,,
4.978345075,0.011875939,-0.017107933,147.5472544,-49.95702286,,,,,,
5.128095081,0.007850401,-0.019523256,147.547261,-49.95703913,,,,,,
5.084619273,0.007045293,-0.014692611,147.5472668,-49.95705137,,,,,,
5.103941854,0.007850401,-0.021938579,147.5472734,-49.95706965,,,,,,
5.074957982,0.011875939,-0.010667073,147.5472833,-49.95707854,,,,,,
5.084619273,0.003824863,-0.021133471,147.5472865,-49.95709615,,,,,,
5.089449918,0.009460616,-0.013082395,147.5472943,-49.95710705,,,,,,
5.157078953,0.012681046,-0.00825175,147.5473049,-49.95711393,,,,,,
5.11843379,-0.00181089,-0.015497718,147.5473034,-49.95712685,,,,,,
5.089449918,0.003824863,-0.017107933,147.5473066,-49.9571411,,,,,,
5.171570889,0.010265724,-0.017107933,147.5473151,-49.95715536,,,,,,
5.079788627,0.008655509,-0.013082395,147.5473223,-49.95716626,,,,,,
5.195724115,0.002214648,-0.012277288,147.5473242,-49.95717649,,,,,,
5.084619273,0.006240186,-0.019523256,147.5473294,-49.95719276,,,,,,
5.065296691,0.005435078,-0.013082395,147.5473339,-49.95720366,,,,,,
5.137756371,0.007850401,-0.024353901,147.5473405,-49.95722396,,,,,,
5.108772499,0.007045293,-0.020328363,147.5473463,-49.9572409,,,,,,
5.108772499,0.008655509,-0.018718148,147.5473536,-49.9572565,,,,,,
5.099111209,0.011070831,-0.015497718,147.5473628,-49.95726941,,,,,,
5.099111209,0.000604433,-0.015497718,147.5473633,-49.95728233,,,,,,
5.04597411,0.010265724,-0.019523256,147.5473718,-49.9572986,,,,,,
5.200554761,0.007850401,-0.017913041,147.5473784,-49.95731352,,,,,,
5.070127337,0.008655509,-0.019523256,147.5473856,-49.95732979,,,,,,
5.195724115,0.006240186,-0.017913041,147.5473908,-49.95734472,,,,,,
5.084619273,0.010265724,-0.019523256,147.5473993,-49.95736099,,,,,,
5.084619273,0.003824863,-0.013887503,147.5474025,-49.95737256,,,,,,
5.113603145,0.008655509,-0.018718148,147.5474097,-49.95738816,,,,,,
5.157078953,0.005435078,-0.013082395,147.5474143,-49.95739906,,,,,,
5.108772499,0.008655509,-0.018718148,147.5474215,-49.95741466,,,,,,
5.079788627,0.011875939,-0.013082395,147.5474314,-49.95742556,,,,,,
5.123264435,0.006240186,-0.016302826,147.5474366,-49.95743915,,,,,,
5.070127337,0.003019756,-0.022743686,147.5474391,-49.9574581,,,,,,
5.157078953,0.002214648,-0.021133471,147.5474409,-49.95747571,,,,,,
5.050804755,0.007850401,-0.019523256,147.5474475,-49.95749198,,,,,,
5.181232179,0.009460616,-0.023548794,147.5474554,-49.95751161,,,,,,
5.084619273,0.011070831,-0.010667073,147.5474646,-49.9575205,,,,,,
5.11843379,0.007045293,-0.013887503,147.5474705,-49.95753207,,,,,,
5.123264435,0.003019756,-0.014692611,147.547473,-49.95754431,,,,,,
5.108772499,0.007045293,-0.016302826,147.5474789,-49.9575579,,,,,,
5.079788627,0.003824863,-0.018718148,147.547482,-49.9575735,,,,,,
5.089449918,0.011875939,-0.016302826,147.5474919,-49.95758708,,,,,,
5.060466046,0.007045293,-0.016302826,147.5474978,-49.95760067,,,,,,
5.065296691,0.007850401,-0.017913041,147.5475044,-49.9576156,,,,,,
5.084619273,0.003824863,-0.018718148,147.5475075,-49.95763119,,,,,,
5.079788627,0.005435078,-0.021133471,147.5475121,-49.95764881,,,,,,
5.152248307,0.004629971,-0.023548794,147.5475159,-49.95766843,,,,,,
5.065296691,0.008655509,-0.019523256,147.5475231,-49.9576847,,,,,,
5.142587017,0.007850401,-0.018718148,147.5475297,-49.9577003,,,,,,
5.060466046,0.007850401,-0.018718148,147.5475362,-49.9577159,,,,,,
5.205385406,0.011070831,-0.013887503,147.5475455,-49.95772747,,,,,,
5.079788627,-0.000200675,-0.015497718,147.5475453,-49.95774038,,,,,,
5.103941854,0.010265724,-0.018718148,147.5475538,-49.95775598,,,,,,
5.012159593,0.009460616,-0.017913041,147.5475617,-49.95777091,,,,,,
5.123264435,0.010265724,-0.022743686,147.5475703,-49.95778986,,,,,,
5.070127337,0.011070831,-0.012277288,147.5475795,-49.95780009,,,,,,
5.147417662,0.003824863,-0.021133471,147.5475827,-49.95781771,,,,,,
5.084619273,0.003824863,-0.021938579,147.5475859,-49.95783599,,,,,,
5.152248307,0.005435078,-0.021938579,147.5475904,-49.95785427,,,,,,
5.026651529,0.007850401,-0.00825175,147.5475969,-49.95786115,,,,,,
5.219877342,-0.000200675,-0.017107933,147.5475968,-49.9578754,,,,,,
5.060466046,0.007045293,-0.017107933,147.5476027,-49.95788966,,,,,,
5.219877342,0.007045293,-0.013887503,147.5476085,-49.95790123,,,,,,
5.021820883,0.006240186,-0.015497718,147.5476137,-49.95791415,,,,,,
5.19089347,0.011875939,-0.018718148,147.5476236,-49.95792975,,,,,,
5.04597411,0.010265724,-0.016302826,147.5476322,-49.95794333,,,,,,
5.070127337,0.010265724,-0.014692611,147.5476407,-49.95795557,,,,,,
5.099111209,0.007045293,-0.017107933,147.5476466,-49.95796983,,,,,,
5.089449918,0.007045293,-0.019523256,147.5476525,-49.9579861,,,,,,
5.060466046,0.015901477,-0.014692611,147.5476657,-49.95799834,,,,,,
5.205385406,0.009460616,-0.026769224,147.5476736,-49.95802065,,,,,,
5.079788627,0.002214648,-0.025159009,147.5476755,-49.95804162,,,,,,
5.103941854,0.008655509,-0.009861965,147.5476827,-49.95804984,,,,,,
5.026651529,0.015096369,-0.017107933,147.5476952,-49.95806409,,,,,,
5.113603145,0.007850401,-0.016302826,147.5477018,-49.95807768,,,,,,
5.065296691,0.004629971,-0.017913041,147.5477056,-49.95809261,,,,,,
5.113603145,0.003824863,-0.017913041,147.5477088,-49.95810753,,,,,,
5.060466046,0.010265724,-0.020328363,147.5477174,-49.95812447,,,,,,
5.079788627,-0.000200675,-0.021133471,147.5477172,-49.95814209,,,,,,
5.084619273,0.014291261,-0.022743686,147.5477291,-49.95816104,,,,,,
5.065296691,0.004629971,-0.013887503,147.547733,-49.95817261,,,,,,
5.229538633,0.009460616,-0.020328363,147.5477409,-49.95818955,,,,,,
5.084619273,0.004629971,-0.014692611,147.5477447,-49.9582018,,,,,,
5.055635401,0.007045293,-0.013887503,147.5477506,-49.95821337,,,,,,
5.050804755,0.010265724,-0.017107933,147.5477592,-49.95822762,,,,,,
5.099111209,0.006240186,-0.016302826,147.5477644,-49.95824121,,,,,,
5.113603145,0.008655509,-0.020328363,147.5477716,-49.95825815,,,,,,
5.055635401,0.009460616,-0.017107933,147.5477795,-49.95827241,,,,,,
5.142587017,0.009460616,-0.015497718,147.5477873,-49.95828532,,,,,,
5.055635401,0.005435078,-0.025159009,147.5477919,-49.95830629,,,,,,
5.099111209,0.005435078,-0.006641535,147.5477964,-49.95831182,,,,,,
5.113603145,0.009460616,-0.01147218,147.5478043,-49.95832138,,,,,,
5.084619273,0.002214648,-0.014692611,147.5478061,-49.95833363,,,,,,
5.152248307,0.007850401,-0.017107933,147.5478127,-49.95834788,,,,,,
5.074957982,0.009460616,-0.016302826,147.5478206,-49.95836147,,,,,,
5.099111209,0.008655509,-0.017913041,147.5478278,-49.9583764,,,,,,
5.11843379,0.006240186,-0.018718148,147.547833,-49.95839199,,,,,,
5.070127337,0.012681046,-0.017107933,147.5478435,-49.95840625,,,,,,
5.152248307,0.004629971,-0.014692611,147.5478474,-49.9584185,,,,,,
5.050804755,0.004629971,-0.025159009,147.5478512,-49.95843946,,,,,,
5.099111209,0.004629971,-0.025159009,147.5478551,-49.95846043,,,,,,
5.128095081,0.011070831,-0.017913041,147.5478643,-49.95847535,,,,,,
5.094280563,0.012681046,-0.020328363,147.5478749,-49.95849229,,,,,,
4.997667657,0.011070831,-0.016302826,147.5478841,-49.95850588,,,,,,
5.132925726,0.007850401,-0.020328363,147.5478907,-49.95852282,,,,,,
5.084619273,0.010265724,-0.014692611,147.5478992,-49.95853506,,,,,,
5.079788627,0.007045293,-0.019523256,147.5479051,-49.95855133,,,,,,
5.108772499,0.007045293,-0.020328363,147.547911,-49.95856827,,,,,,
5.065296691,0.013486154,-0.021938579,147.5479222,-49.95858656,,,,,,
5.016990238,-0.002615997,-0.017913041,147.54792,-49.95860148,,,,,,
5.074957982,0.011875939,-0.016302826,147.5479299,-49.95861507,,,,,,
5.157078953,0.009460616,-0.020328363,147.5479378,-49.95863201,,,,,,
5.002498302,0.011875939,-0.019523256,147.5479477,-49.95864828,,,,,,
5.070127337,0.016706584,-0.013082395,147.5479616,-49.95865918,,,,,,
5.108772499,0.003824863,-0.021133471,147.5479648,-49.95867679,,,,,,
5.074957982,0.006240186,-0.020328363,147.54797,-49.95869373,,,,,,
5.176401534,0.006240186,-0.021133471,147.5479752,-49.95871134,,,,,,
5.050804755,0.011070831,-0.016302826,147.5479844,-49.95872493,,,,,,
5.060466046,0.003824863,-0.021938579,147.5479876,-49.95874321,,,,,,
5.181232179,0.009460616,-0.009861965,147.5479955,-49.95875143,,,,,,
5.04597411,0.003019756,-0.010667073,147.547998,-49.95876032,,,,,,
5.060466046,0.000604433,-0.015497718,147.5479985,-49.95877323,,,,,,
5.186062825,0.002214648,-0.021133471,147.5480004,-49.95879085,,,,,,
5.012159593,0.015096369,-0.020328363,147.548013,-49.95880779,,,,,,
4.963853139,0.009460616,-0.015497718,147.5480208,-49.9588207,,,,,,
5.186062825,0.015096369,-0.016302826,147.5480334,-49.95883429,,,,,,
5.050804755,0.003824863,-0.020328363,147.5480366,-49.95885123,,,,,,
5.041143465,0.010265724,-0.018718148,147.5480452,-49.95886683,,,,,,
5.142587017,0.008655509,-0.024353901,147.5480524,-49.95888712,,,,,,
5.074957982,0.007850401,-0.021938579,147.5480589,-49.9589054,,,,,,
5.050804755,0.007850401,-0.019523256,147.5480655,-49.95892167,,,,,,
5.19089347,0.009460616,-0.019523256,147.5480733,-49.95893794,,,,,,
5.04597411,-0.004226212,-0.022743686,147.5480698,-49.95895689,,,,,,
5.070127337,0.015096369,-0.016302826,147.5480824,-49.95897048,,,,,,
5.128095081,0.010265724,-0.016302826,147.548091,-49.95898407,,,,,,
4.997667657,0.011070831,-0.013082395,147.5481002,-49.95899497,,,,,,
5.099111209,0.007850401,-0.020328363,147.5481067,-49.95901191,,,,,,
5.04597411,0.011070831,-0.019523256,147.5481159,-49.95902818,,,,,,
5.002498302,0.007850401,-0.013082395,147.5481225,-49.95903908,,,,,,
5.152248307,0.010265724,-0.023548794,147.548131,-49.9590587,,,,,,
5.065296691,0.007045293,-0.018718148,147.5481369,-49.9590743,,,,,,
5.036312819,0.010265724,-0.012277288,147.5481455,-49.95908453,,,,,,
5.142587017,0.008655509,-0.013082395,147.5481527,-49.95909543,,,,,,
5.094280563,-0.003421105,-0.018718148,147.5481498,-49.95911103,,,,,,
5.070127337,0.007045293,-0.017913041,147.5481557,-49.95912596,,,,,,
5.147417662,0.006240186,-0.019523256,147.5481609,-49.95914223,,,,,,
5.055635401,0.009460616,-0.014692611,147.5481688,-49.95915447,,,,,,
5.089449918,0.007045293,-0.021133471,147.5481747,-49.95917209,,,,,,
5.161909598,0.008655509,-0.017107933,147.5481819,-49.95918634,,,,,,
5.04597411,0.007850401,-0.013887503,147.5481884,-49.95919791,,,,,,
5.016990238,0.007045293,-0.014692611,147.5481943,-49.95921016,,,,,,
5.094280563,0.007045293,-0.021133471,147.5482002,-49.95922777,,,,,,
5.074957982,0.012681046,-0.015497718,147.5482107,-49.95924068,,,,,,
5.060466046,0.003824863,-0.032404977,147.5482139,-49.95926769,,,,,,
5.055635401,0.005435078,-0.022743686,147.5482184,-49.95928664,,,,,,
5.04597411,0.003824863,-0.014692611,147.5482216,-49.95929889,,,,,,
5.007328947,0.011070831,-0.013887503,147.5482309,-49.95931046,,,,,,
5.200554761,0.010265724,-0.021938579,147.5482394,-49.95932874,,,,,,
5.021820883,0.008655509,-0.016302826,147.5482466,-49.95934233,,,,,,
5.079788627,0.008655509,-0.013082395,147.5482538,-49.95935323,,,,,,
5.157078953,0.009460616,-0.015497718,147.5482617,-49.95936614,,,,,,
5.031482174,0.003019756,-0.018718148,147.5482642,-49.95938174,,,,,,
5.079788627,0.013486154,-0.017913041,147.5482755,-49.95939667,,,,,,
5.132925726,0.001409541,-0.012277288,147.5482766,-49.9594069,,,,,,
5.070127337,0.009460616,-0.020328363,147.5482845,-49.95942384,,,,,,
5.031482174,0.007045293,-0.013082395,147.5482904,-49.95943474,,,,,,
5.026651529,0.007850401,-0.01147218,147.5482969,-49.9594443,,,,,,
5.099111209,0.004629971,-0.017913041,147.5483008,-49.95945923,,,,,,
5.036312819,0.004629971,-0.019523256,147.5483047,-49.9594755,,,,,,
5.04597411,0.004629971,-0.016302826,147.5483085,-49.95948909,,,,,,
5.070127337,0.007850401,-0.017913041,147.5483151,-49.95950401,,,,,,
5.094280563,0.008655509,-0.015497718,147.5483223,-49.95951693,,,,,,
5.031482174,0.006240186,-0.020328363,147.5483275,-49.95953387,,,,,,
5.055635401,0.007045293,-0.013082395,147.5483333,-49.95954477,,,,,,
5.195724115,0.010265724,-0.009056858,147.5483419,-49.95955232,,,,,,
5.012159593,0.002214648,-0.019523256,147.5483437,-49.95956859,,,,,,
5.002498302,0.009460616,-0.017913041,147.5483516,-49.95958351,,,,,,
5.021820883,0.010265724,-0.021133471,147.5483602,-49.95960113,,,,,,
5.205385406,0.006240186,-0.018718148,147.5483654,-49.95961672,,,,,,
5.04597411,0.007045293,-0.020328363,147.5483713,-49.95963366,,,,,,
5.050804755,0.006240186,-0.019523256,147.5483765,-49.95964993,,,,,,
5.171570889,0.008655509,-0.018718148,147.5483837,-49.95966553,,,,,,
5.070127337,0.011070831,-0.025159009,147.5483929,-49.9596865,,,,,,
5.060466046,0.007045293,-0.023548794,147.5483988,-49.95970612,,,,,,
5.070127337,-0.000200675,-0.019523256,147.5483986,-49.95972239,,,,,,
5.186062825,0.013486154,-0.017913041,147.5484098,-49.95973732,,,,,,
4.978345075,0.008655509,-0.016302826,147.548417,-49.9597509,,,,,,
5.016990238,0.009460616,-0.015497718,147.5484249,-49.95976382,,,,,,
5.065296691,0.006240186,-0.015497718,147.5484301,-49.95977673,,,,,,
5.079788627,0.007850401,-0.019523256,147.5484367,-49.959793,,,,,,
5.021820883,0.000604433,-0.021133471,147.5484372,-49.95981061,,,,,,
5.012159593,0.014291261,-0.014692611,147.5484491,-49.95982286,,,,,,
5.002498302,0.004629971,-0.012277288,147.5484529,-49.95983309,,,,,,
5.171570889,0.012681046,-0.018718148,147.5484635,-49.95984869,,,,,,
5.060466046,0.007850401,-0.015497718,147.5484701,-49.9598616,,,,,,
4.959022494,0.007045293,-0.015497718,147.5484759,-49.95987452,,,,,,
5.007328947,0.008655509,-0.01147218,147.5484831,-49.95988408,,,,,,
5.166740243,0.007850401,-0.017913041,147.5484897,-49.959899,,,,,,
5.084619273,0.007045293,-0.017107933,147.5484956,-49.95991326,,,,,,
5.031482174,0.008655509,-0.022743686,147.5485028,-49.95993221,,,,,,
4.968683785,0.002214648,-0.017107933,147.5485046,-49.95994647,,,,,,
5.074957982,0.003019756,-0.025964116,147.5485071,-49.95996811,,,,,,
5.166740243,0.008655509,-0.013887503,147.5485143,-49.95997968,,,,,,
5.089449918,0.007045293,-0.013887503,147.5485202,-49.95999125,,,,,,
4.97351443,0.007850401,-0.013887503,147.5485268,-49.96000283,,,,,,
4.997667657,0.005435078,-0.019523256,147.5485313,-49.9600191,,,,,,
5.11843379,0.004629971,-0.017107933,147.5485351,-49.96003335,,,,,,
5.036312819,0.009460616,-0.020328363,147.548543,-49.96005029,,,,,,
5.007328947,0.007850401,-0.020328363,147.5485496,-49.96006723,,,,,,
5.021820883,0.007045293,-0.018718148,147.5485554,-49.96008283,,,,,,
5.123264435,0.007850401,-0.017913041,147.548562,-49.96009776,,,,,,
5.036312819,0.003019756,-0.026769224,147.5485645,-49.96012007,,,,,,
5.021820883,0.005435078,-0.022743686,147.548569,-49.96013902,,,,,,
5.007328947,0.009460616,-0.017107933,147.5485769,-49.96015328,,,,,,
5.074957982,0.015901477,-0.019523256,147.5485902,-49.96016955,,,,,,
5.161909598,0.011875939,-0.018718148,147.5486001,-49.96018514,,,,,,
5.026651529,0.009460616,-0.016302826,147.5486079,-49.96019873,,,,,,
4.963853139,-0.004226212,-0.022743686,147.5486044,-49.96021768,,,,,,
5.041143465,0.009460616,-0.013082395,147.5486123,-49.96022859,,,,,,
5.026651529,0.008655509,-0.020328363,147.5486195,-49.96024553,,,,,,
5.099111209,0.008655509,-0.017913041,147.5486267,-49.96026045,,,,,,
5.070127337,0.004629971,-0.021938579,147.5486306,-49.96027874,,,,,,
5.012159593,0.007045293,-0.018718148,147.5486365,-49.96029433,,,,,,
4.97351443,0.008655509,-0.016302826,147.5486437,-49.96030792,,,,,,
5.031482174,0.007045293,-0.018718148,147.5486495,-49.96032352,,,,,,
